#label	score
TK1	NaN
TIE1	NaN
TIAM1	NaN
THY1	0.658589
THBS2	NaN
TNFRSF11B	NaN
TFPI	NaN
TGFBR2	0.184948
PFTK1	NaN
PCTK2	NaN
TGFB3	NaN
PPP3CC	NaN
TGFB2	-1.60081
ITGB8	NaN
TGFB1	NaN
ITGB6	NaN
TGFA	NaN
ADAM17	NaN
TFRC	2.66802
RAB5B	NaN
TFCP2	NaN
NP	0.849686
IGFBP1	NaN
TESK1	NaN
TERT	NaN
TERF2	NaN
PTPRB	NaN
TEC	NaN
RAD23B	NaN
TDG	NaN
CD3G	NaN
PDCL	NaN
SKP2	NaN
TAL1	NaN
TCF3	NaN
TCF4	NaN
TCEB2	NaN
TAP1	NaN
MAP3K7	NaN
TAF4	NaN
TAF2	NaN
PTPN3	NaN
TACC1	NaN
SIAH2	NaN
SH3BP2	NaN
IL15RA	NaN
SYK	NaN
RBL2	NaN
PLAUR	-1.07511
STX4A	NaN
STX3A	NaN
STK11	NaN
RPS6KB1	NaN
RPS6KA3	NaN
STK6	NaN
STK4	NaN
STK3	NaN
STIM1	NaN
STAT6	NaN
STAT2	NaN
STAT5B	NaN
STAT5A	NaN
STAT3	NaN
STAT1	NaN
SMARCA2	NaN
SST	NaN
SSBP1	NaN
SFRS3	NaN
SRPK1	NaN
SAFB	NaN
SRP9	NaN
SRF	NaN
RXRG	0.313823
INSIG1	NaN
PSEN2	NaN
RGS16	4.08526
DGKA	NaN
PTPN1	NaN
SPTA1	NaN
SPIB	NaN
SPI1	NaN
SPARC	1.67248
UAP1	NaN
SP1	NaN
RXRA	NaN
SOX5	NaN
SOS1	NaN
SHC1	NaN
RAB4A	NaN
SOD2	NaN
SOD1	NaN
SNTB2	NaN
GLS	NaN
SNRP70	NaN
TOR1A	NaN
SMN1	NaN
RFXAP	NaN
PPP3CB	NaN
SGK	NaN
SLAMF1	NaN
SH2D1A	NaN
SLA	1.06708
ELF4	NaN
SKP1A	NaN
SKIL	NaN
EYA3	NaN
ST6GAL1	NaN
SIAH1	NaN
SHMT2	NaN
PTCH	NaN
GAS1	NaN
PTPN2	9.47748
PIK3R2	NaN
DDR2	NaN
MT1F	NaN
AK2	NaN
HLA-DQA1	NaN
SGCB	NaN
SFPQ	NaN
SET	8.27735
MAP2K4	NaN
MAPK10	0.390005
SELL	NaN
SELP	NaN
SELE	NaN
CXCL12	NaN
CD6	NaN
SDC1	NaN
SDC2	NaN
PTPRJ	NaN
SDC4	NaN
NF1	NaN
PACS1	NaN
CX3CL1	NaN
CCL7	-1.18088
MMP14	NaN
CCL5	NaN
CCL4	NaN
CCL3	NaN
CCBP2	NaN
CCL2	NaN
RGS2	NaN
NARS	NaN
SATB1	NaN
HSPE1	NaN
MAP2K3	NaN
MAPK12	NaN
SEPT7	NaN
S100A4	NaN
S100A3	NaN
S100A1	NaN
RARB	NaN
RARG	NaN
RAC2	2.48649
RRM1	NaN
RPS27A	NaN
NCBP1	NaN
RPS6KA1	NaN
NR4A2	NaN
RAD23A	NaN
RPLP2	NaN
RPL5	NaN
NVL	NaN
RPE	NaN
RPA3	NaN
RPA2	NaN
RPA1	NaN
RORA	NaN
LIMK2	NaN
ROCK1	NaN
RIT1	NaN
IFRD1	NaN
POU4F1	NaN
PTAFR	NaN
RGS3	NaN
PRKCG	NaN
RFX5	NaN
RFX3	NaN
RFX2	NaN
RFX1	NaN
RFC4	1.74462
RAD17	NaN
RFC3	NaN
RET	NaN
RELB	NaN
BCL7A	NaN
RELA	NaN
PPP4C	NaN
REL	NaN
RBL1	NaN
RBBP4	NaN
RARA	NaN
GTF3C2	NaN
MNDA	NaN
MDM4	NaN
E2F3	NaN
RB1	NaN
RASA1	NaN
KRIT1	NaN
RALGDS	NaN
RAP1A	-4.78379
RANBP2	NaN
RAN	-1.84859
PTMA	NaN
RAG1	NaN
GNG4	NaN
PRKG1	NaN
RAF1	NaN
RAD52	NaN
RAD51L1	NaN
RAD51C	NaN
RAD51	NaN
RAD9A	NaN
POLE	NaN
RAD1	NaN
PLXNB1	NaN
RAC1	0.618464
RAB27A	NaN
BICD1	NaN
RAB5A	NaN
PTEN	NaN
PTPN11	NaN
PURA	NaN
GRLF1	NaN
PTPRN	NaN
PIM1	NaN
PTPRM	NaN
PTPRK	NaN
PTPRF	NaN
PTPRD	NaN
PTPRE	NaN
PTPRC	NaN
PTPRA	NaN
PKN2	NaN
PIK3CG	NaN
MPL	NaN
PTPN6	3.27747
CAPZB	NaN
CACNB4	NaN
PTN	NaN
LAMA4	NaN
PTK7	NaN
PPP1CB	NaN
PTK2	3.22614
PTGS2	NaN
PTGS1	NaN
PTGER2	NaN
PTBP1	NaN
PSME1	NaN
ATXN3	NaN
NPY1R	NaN
PRNP	NaN
PLK1	NaN
PSEN1	NaN
CD1B	NaN
SERPINB1	NaN
BPI	NaN
LGMN	NaN
PRPS1	NaN
NEK3	NaN
PPIB	2.88454
PKIA	NaN
DNAJC3	NaN
PPP2R5A	NaN
EIF2AK2	NaN
MAPK8	NaN
MAPK9	NaN
MAPK13	NaN
MAP2K6	NaN
MAPK7	NaN
MAP2K2	NaN
PRKCI	NaN
MAP2K1	NaN
NFATC3	NaN
MAPK6	0.29961
MAPK4	NaN
MAPK3	NaN
HMMR	NaN
DUSP5	NaN
DUSP7	NaN
PLK3	NaN
MAPK1	NaN
PPP1R12A	NaN
ILF2	5.78795
LIG4	NaN
NBN	NaN
PRKDC	-4.30333
PRKCZ	NaN
PRKCQ	-4.04519
MT2A	NaN
PRKCH	NaN
PRKD1	2.56991
PKN1	NaN
PRKCE	NaN
PPP2R5C	NaN
PLSCR1	NaN
PRKCD	-2.42167
ADCY7	NaN
PRKCB1	2.39374
ITGB7	NaN
PPP2CB	NaN
NRGN	NaN
PA2G4	0.0541103
POLB	NaN
PRKCA	-2.18248
PRKAR2B	NaN
PRKAR2A	NaN
PRKAR1A	NaN
PRKAB1	NaN
PRKACA	NaN
PRKACB	NaN
PPP1R8	NaN
ITPKB	NaN
GYS1	NaN
PDE4B	NaN
PRKAA2	NaN
NFKBIE	NaN
PPP5C	NaN
PPP3CA	NaN
PPP2R1A	NaN
NEK1	NaN
PPP2R3A	NaN
PPP2R1B	NaN
PPP2CA	-3.69716
CCNG2	3.84923
PPP1CC	NaN
PPP1CA	NaN
CD99	NaN
PMAIP1	0.739357
PPBP	NaN
PPARBP	NaN
GATA6	NaN
POU2F2	NaN
POU2AF1	NaN
MNAT1	NaN
POU2F1	NaN
CYP2E1	NaN
CYP2C9	NaN
POLR2B	NaN
POLG	NaN
POLD1	NaN
SEPT2	NaN
PML	NaN
OGDH	NaN
PLOD2	NaN
INPP5A	NaN
PLG	NaN
LMNB1	NaN
PLCG2	NaN
MMP12	NaN
PLAU	1.22936
PLA2G1B	NaN
PLA2G2A	NaN
MARK3	-3.34393
KRT14	NaN
PKD1	NaN
PIK3C3	NaN
PIK3CB	NaN
PIK3CA	2.16496
PIK3R1	2.61902
KRAS	NaN
PIK3CD	NaN
NFATC1	1.45348
LTK	NaN
PIGA	NaN
PHKG1	NaN
MAP3K10	NaN
HMGB2	NaN
PGF	NaN
GBE1	NaN
IK	NaN
PFN2	NaN
PEX1	NaN
PECAM1	NaN
SCARB1	NaN
ABCC2	NaN
PDPK1	NaN
PDHB	NaN
PDHA1	NaN
PDGFRB	NaN
PDGFRA	NaN
PDGFB	NaN
PDE9A	NaN
PCOLN3	NaN
ING1	NaN
MUTYH	NaN
GADD45B	NaN
PCNA	-2.79004
PCBP2	NaN
PAX5	NaN
PAX3	NaN
PAWR	NaN
PAK2	-1.55035
PAK1	NaN
MYLK	NaN
MAP1B	NaN
LIFR	NaN
OGG1	NaN
ODC1	NaN
OCLN	NaN
NEO1	NaN
NGFR	NaN
ARHGAP4	NaN
MME	NaN
NOL1	NaN
MFNG	NaN
NOTCH1	NaN
RBPSUH	NaN
NOS2A	NaN
MARCKS	2.14211
NQO2	NaN
NME4	3.02429
NME3	NaN
NME1	-2.20366
CIITA	NaN
NFYA	NaN
MYC	5.43381
MCC	NaN
NFKBIA	NaN
HOXB7	NaN
NFKB2	NaN
GLG1	NaN
DDX3X	NaN
KPNA3	NaN
IRF1	NaN
IRF2	NaN
MAP3K8	NaN
MEN1	NaN
NFKB1	NaN
DR1	NaN
NFIL3	NaN
NFATC2	NaN
EGR4	NaN
NEK2	NaN
NCK1	NaN
HIP2	NaN
NEDD4	NaN
LYL1	NaN
SP110	NaN
KCNH2	NaN
MYBL1	NaN
FMR1	NaN
MYB	NaN
CSNK1G2	NaN
NCF2	NaN
NCF1	NaN
CYBB	NaN
NCAM1	NaN
MRE11A	NaN
HIST1H1C	NaN
BIRC1	NaN
MYL2	NaN
DNAJB9	NaN
IRF4	7.88276
IRF5	NaN
MYD88	NaN
MXI1	NaN
MYBL2	NaN
ATBF1	NaN
MX2	NaN
MX1	NaN
JUP	4.32379
MTHFD1	NaN
MSX1	NaN
MSN	NaN
MSH4	NaN
MLH1	NaN
MSH2	NaN
MSH6	NaN
LIG1	NaN
GNG7	NaN
MPO	NaN
MMP2	7.61899
MMP13	NaN
MMP7	NaN
MMP9	1.33356
MMP1	NaN
COL6A3	NaN
MLLT3	NaN
MLL	NaN
MAP3K11	NaN
MKI67	NaN
MIF	NaN
IGBP1	0.208651
MGST1	NaN
JAG1	NaN
MET	NaN
INPPL1	NaN
MAP3K5	NaN
MAP3K4	NaN
HOXA2	NaN
HOXA11	NaN
MEF2C	NaN
MEF2B	NaN
MEF2A	NaN
MDM2	NaN
CS	NaN
FH	NaN
MDH1	NaN
DUSP6	NaN
HOXA1	NaN
MCM7	NaN
MCM4	NaN
MCM2	3.54958
MCL1	NaN
BOK	NaN
DAD1	NaN
MCF2	NaN
SMAD5	NaN
DCC	NaN
MAX	NaN
MATN1	NaN
MAGOH	NaN
MAOA	NaN
ILF3	NaN
COL9A2	NaN
MAFG	NaN
MAF	NaN
EIF3S6	NaN
LRP5	NaN
LNPEP	NaN
SMAD7	NaN
SMAD4	2.45577
HDGF	NaN
SMAD3	NaN
HIVEP1	NaN
JUND	NaN
SMAD2	1.9905
SMAD1	NaN
MAD2L1	NaN
MXD1	NaN
GPIAP1	NaN
LAIR1	NaN
ANPEP	NaN
HCLS1	NaN
LCP2	NaN
LYN	1.69443
LMO2	6.12202
LY9	NaN
LTBR	NaN
CD82	NaN
GATA1	NaN
GATA3	NaN
LMNA	NaN
LIMK1	NaN
CDKN1C	NaN
NRG1	NaN
LIF	NaN
LGALS1	NaN
LDHB	NaN
LDHA	NaN
LCP1	NaN
LCK	3.96026
LBR	NaN
LAMA2	NaN
KRT6B	NaN
HNRPD	NaN
TNPO1	NaN
KPNB1	NaN
KIF11	NaN
KNG1	NaN
CTSS	NaN
KLRD1	NaN
IGFBP3	NaN
KIT	NaN
KDR	NaN
ANK3	NaN
JUNB	NaN
FOSB	NaN
FOSL2	NaN
HHEX	NaN
JUN	NaN
GATA2	NaN
JAK2	NaN
IFNGR2	NaN
JAK1	NaN
IL5RA	NaN
IL7R	NaN
IL3RA	NaN
ITPR1	NaN
ITK	NaN
ITGAE	NaN
ITGB5	3.08644
ITGB4	NaN
ALOX12	NaN
ITGB3	NaN
DAB1	NaN
ITGAM	NaN
ITGAX	0.526463
ITGB2	-1.27179
ILK	NaN
ITGA2	NaN
ITGA6	11.5317
ITGAV	NaN
ITGA5	NaN
CYR61	NaN
HP	NaN
ICAM2	NaN
ITGAL	NaN
ICAM3	0.292764
ITGA9	NaN
ITGA7	NaN
TNC	NaN
ITGA4	NaN
ITGA3	NaN
ITGA1	NaN
IRS1	NaN
PRDM1	NaN
IRF3	-0.596476
IRF8	NaN
HMGA1	5.71897
CD151	NaN
IL1RAP	NaN
IRAK1	NaN
INSR	NaN
FCGR2B	0.569993
CXCL10	NaN
IL16	NaN
IL15	NaN
IL13	NaN
IL4R	NaN
IL12RB1	NaN
IL11	NaN
IL10RA	NaN
IL8RB	NaN
CXCL3	NaN
IL8	NaN
IL7	NaN
IL6ST	NaN
IL6R	NaN
IL6	NaN
IL2RG	NaN
HRAS	NaN
IL2RB	NaN
IL1R1	NaN
IL1B	NaN
IKBKB	NaN
IGLL1	NaN
HK3	NaN
IGF2R	NaN
GNAI2	NaN
IGF1	NaN
HDAC2	NaN
IFNGR1	NaN
IFNG	NaN
IFNAR2	NaN
IFNAR1	NaN
IFIT3	NaN
IFIT2	NaN
IFIT1	NaN
ID1	NaN
IDH3A	NaN
ID3	NaN
ELK3	NaN
ID2	NaN
HES1	NaN
ICAM1	NaN
GARS	NaN
HSPA5	NaN
GNA11	NaN
GBP2	NaN
CA2	NaN
HIF1A	2.74783
HSPCA	NaN
EPRS	NaN
GOT2	NaN
DPH1	NaN
DUSP1	NaN
CD58	NaN
GSK3A	1.38822
HRMT1L2	1.75014
FBL	4.76431
HRB	NaN
HPRT1	NaN
CDC27	NaN
TLX1	NaN
CSE1L	NaN
HNRPA2B1	NaN
HNRPK	NaN
FEN1	NaN
NR4A1	NaN
ELF1	NaN
HMGN2	NaN
FOXC1	NaN
CUTL1	NaN
HLA-DPA1	NaN
CD63	NaN
HINT1	NaN
HDAC1	0.582305
CHD1	NaN
RAPGEF1	NaN
HCK	0.894767
GABPB2	NaN
HCFC1	NaN
SERPIND1	NaN
HBZ	NaN
HBB	NaN
HADHSC	NaN
H2AFX	NaN
GZMB	NaN
GZMA	NaN
PDIA3	NaN
GTF2I	NaN
GTF2F2	NaN
ERCC6	NaN
ERCC3	NaN
GTF2A1	NaN
GSTZ1	NaN
GSTT2	NaN
GSTP1	NaN
GSTM3	NaN
GSTM2	NaN
GSTA4	NaN
GSS	NaN
GSPT1	NaN
FN1	1.36102
GSK3B	NaN
MARK2	NaN
CXCL2	NaN
ENO1	NaN
CXCL1	NaN
SFN	NaN
NR3C1	8.45529
EPHB4	NaN
GRIK1	NaN
CDK9	NaN
EML1	NaN
FYN	NaN
GAB1	NaN
CD72	NaN
GRB2	NaN
GRK5	NaN
CCR7	NaN
GM2A	NaN
AMFR	NaN
GPI	NaN
GNB2	NaN
GNB3	NaN
GNB1	NaN
GNAZ	NaN
GNAS	NaN
GNAQ	NaN
BDKRB1	NaN
GNAO1	NaN
CD59	NaN
GNAI3	NaN
FPR1	NaN
EDG1	NaN
GNAI1	NaN
CNR2	NaN
GLO1	NaN
GLA	NaN
CORT	NaN
GHR	NaN
CD53	NaN
RHOH	NaN
CDKN2C	NaN
XRCC6	0.576453
GBP1	NaN
FNTB	NaN
FLI1	NaN
GART	NaN
CELSR2	NaN
GAPDH	NaN
GAD1	NaN
FANCG	NaN
FMNL1	NaN
FOXO1A	NaN
FYB	NaN
CD79B	NaN
FCER2	NaN
FCGR2A	NaN
FUS	NaN
CLGN	NaN
FTL	NaN
FTH1	NaN
FPRL1	NaN
FOS	NaN
DDIT3	NaN
COL6A2	NaN
FLT4	NaN
FLT3LG	NaN
FLT1	NaN
FLNB	NaN
FLNA	NaN
DYRK1A	NaN
FIGF	NaN
AK1	NaN
FHIT	NaN
FGR	NaN
CD24	0.474157
CTSK	3.36538
FGFR3	NaN
FGF5	0.824395
FGFR1	1.3727
FGF13	NaN
FGF9	NaN
COL3A1	NaN
COL6A1	NaN
FGF2	NaN
FGF1	NaN
DOK1	NaN
FES	NaN
FER	NaN
FCGRT	NaN
FCER1G	NaN
CD38	NaN
FCGR1A	NaN
FBP1	NaN
FAP	5.71145
CYP19A1	NaN
PTK2B	NaN
FANCC	NaN
FANCA	NaN
F3	NaN
F5	NaN
CTSG	NaN
EXT2	NaN
EWSR1	NaN
CEACAM5	NaN
ETV6	NaN
ETS2	NaN
ETS1	NaN
ESRRA	NaN
ERG	NaN
ERCC5	-3.30539
ERCC1	NaN
ERCC2	NaN
CTGF	3.49784
ERBB4	NaN
ERBB2	NaN
EPS15	NaN
EPS8	NaN
EPHB3	NaN
EPHB2	NaN
EPB42	NaN
CD47	NaN
EPB41	NaN
E2F5	NaN
CHD4	NaN
EP300	NaN
EGR1	NaN
ELK1	NaN
ENO2	NaN
ENG	NaN
EIF4G2	1.97791
EIF4G1	2.72528
EIF4E	NaN
EFNA5	NaN
EFNA1	NaN
EIF2B1	NaN
EIF2S1	0.271718
ACP5	NaN
KLF6	NaN
CPM	NaN
DUSP3	NaN
EFNB2	NaN
EFNB1	NaN
CD48	NaN
AARS	NaN
DARS	NaN
DNMT2	NaN
EEF1A1	NaN
PHC2	NaN
EDN1	NaN
EBF	NaN
E2F1	NaN
DDB2	NaN
DVL3	NaN
DAB2	NaN
DVL2	NaN
DUT	1.15076
DTX1	NaN
TSC22D3	NaN
RERE	NaN
DMPK	NaN
CRIP2	NaN
CRMP1	NaN
DPP4	NaN
DNMT1	NaN
DMD	NaN
DAP	NaN
DLD	NaN
SEPT1	NaN
CENPA	NaN
DGUOK	NaN
DFFA	NaN
CCR6	NaN
DHX9	NaN
DDB1	NaN
ERCC8	NaN
DCT	NaN
DCTD	NaN
COL4A5	NaN
ATRX	NaN
CENPC1	NaN
DAPK1	NaN
DAF	NaN
CD14	NaN
CRKL	NaN
CYP11B1	NaN
CYP11A1	NaN
CYBA	NaN
CD7	NaN
CTSL	NaN
CTSB	NaN
CTNND2	NaN
CTNNB1	0.963622
BCL9	NaN
ACP1	0.481626
CTNNA1	NaN
CSNK1D	NaN
CSNK1A1	NaN
CTLA4	NaN
CTH	NaN
CDC42	NaN
CHEK1	NaN
CSNK2A2	NaN
MAPK14	NaN
CSNK2A1	NaN
CSNK1E	NaN
CDH5	NaN
CSK	NaN
CSF3R	NaN
CISH	NaN
CSF2RB	NaN
CSF2RA	NaN
CSF1R	NaN
CSF1	NaN
ZFP36L1	NaN
CBLB	NaN
CD34	NaN
CRK	NaN
CRHR2	NaN
CREM	NaN
CAMK4	NaN
CREBBP	-4.06028
CREB1	NaN
BCL3	NaN
CR2	1.55921
ANXA6	NaN
COL4A1	NaN
COL2A1	NaN
CD36	NaN
CCR2	0.114352
AFP	NaN
CCR1	NaN
CLTB	NaN
CLTC	NaN
CLK2	NaN
CLK1	NaN
CD22	NaN
CKS2	NaN
CKS1B	NaN
CDKN1B	NaN
CKB	NaN
CHUK	NaN
CDC25B	NaN
CDC25C	NaN
CHD3	NaN
CENPF	NaN
CENPE	NaN
CENPB	NaN
ATF4	NaN
CEBPB	NaN
CDKN3	NaN
CDKN2A	NaN
CDK4	NaN
CDKN1A	NaN
CCNT2	NaN
CDK7	3.84567
CDK2	NaN
CDK6	NaN
CCNG1	NaN
CDK5	NaN
CCND2	0.776839
CCNC	NaN
CDC6	NaN
CCNH	NaN
CDC25A	NaN
CDH13	NaN
CDH2	NaN
CDH3	NaN
CDH1	NaN
CDC2	-4.73484
BUB1B	NaN
CDC20	NaN
CCND3	NaN
BUB1	NaN
CCNA2	NaN
CCNE1	7.98101
CDA	NaN
CD81	NaN
CD79A	NaN
CD1D	NaN
CD74	NaN
TNFRSF7	NaN
CD69	NaN
ANK1	NaN
CD44	NaN
CD40	NaN
MS4A1	NaN
TNFRSF8	NaN
CD86	NaN
CD80	NaN
CD19	NaN
CD9	3.77606
CD8B1	NaN
CD8A	NaN
CD5	NaN
CAMK2D	NaN
CD4	NaN
CD2	NaN
CD3D	NaN
CCNB1	NaN
AREG	NaN
BTG1	NaN
BLK	NaN
CBFB	NaN
RUNX2	NaN
RUNX3	NaN
RUNX1	NaN
CAT	NaN
CASP10	3.55347
CASP9	NaN
CASP6	NaN
CASP8	NaN
CASP7	NaN
CASP5	NaN
CASP4	NaN
BLM	NaN
BIRC2	0.749039
BIRC3	NaN
CASP3	-1.93934
CASP1	NaN
CAPN3	NaN
CAMK2G	NaN
CALR	0.890955
CALM1	NaN
CALD1	2.89994
ATP2B1	NaN
CAD	NaN
CACNA1A	NaN
DDR1	NaN
C5AR1	NaN
C5	NaN
C3AR1	NaN
C1S	NaN
C1QBP	-1.18341
BRCA2	NaN
BMX	NaN
BTK	NaN
BST1	NaN
BRAF	NaN
ATR	3.20484
BRCA1	NaN
CCND1	NaN
BNIP3L	NaN
BNIP3	NaN
BNIP2	NaN
BNIP1	NaN
BMPR1A	NaN
BMP6	NaN
BMP7	NaN
PCGF4	NaN
BLR1	NaN
BLMH	NaN
BCL2A1	NaN
CEACAM1	NaN
BCR	4.86783
BCL6	6.18467
BCL2L1	NaN
BAD	NaN
BAG1	6.04
BCL2	8.53285
BCKDHA	NaN
BCHE	NaN
BCAT2	NaN
BAK1	4.29942
BAI1	NaN
B2M	NaN
ADAM10	NaN
AXL	NaN
ARRB2	NaN
AUH	NaN
ATP1A1	NaN
ATM	NaN
ATIC	NaN
ATF3	NaN
ATF1	NaN
AP2B1	NaN
ARR3	NaN
ARNT	NaN
ARHGDIB	NaN
RHOB	NaN
ACTL6A	NaN
RND3	NaN
ARHGAP1	NaN
RHOC	NaN
RHOA	NaN
TRIM23	NaN
ARAF	NaN
AES	NaN
APAF1	NaN
FAS	NaN
APRT	NaN
APOE	NaN
ABCA1	NaN
BIRC5	NaN
ACVRL1	NaN
BIRC4	NaN
APEX1	3.77482
APC	NaN
ANGPT2	NaN
ANGPT1	NaN
BIN1	NaN
A2M	NaN
ALPP	NaN
ALOX5	NaN
ALDOB	NaN
ALDH3A1	NaN
ALDH2	NaN
ALDH1A1	NaN
ALCAM	NaN
AKT2	NaN
AKT1	NaN
AHR	NaN
ADRBK2	NaN
ADRBK1	NaN
AGT	NaN
AP1G1	NaN
ACVR1	NaN
ADRB2	2.07265
ADRA2A	NaN
ABR	NaN
PARP1	NaN
ADA	NaN
ADM	NaN
ADD2	NaN
ADD1	NaN
ACY1	NaN
ACTN1	6.41447
ACTG1	NaN
ACPP	NaN
ABL1	NaN
#total score	287.8
