#nodeA	nodeB
MMP9	THBS2
MMP9	TIMP3
MMP9	MMP7
MMP7	PLG
MMP7	SPP1
MMP7	TFPI
MMP7	TNFSF11
MMP13	MMP14
MMP13	CCL7
MMP13	TIMP3
MMP2	MMP14
MMP2	MMP17
MMP2	CCL7
MMP2	CXCL12
MMP2	TGFB1
MMP2	THBS1
MMP2	THBS2
MMP2	TIMP1
MMP2	TIMP2
MMP2	TIMP3
MMP2	TIMP4
GNG7	GNB5
LIG1	MRE11A
LIG1	PCNA
MSH6	MSH2
MSH6	MUTYH
MSH6	PCNA
MSH2	PCNA
MSH2	SMC1L1
MSH2	EXO1
MLH1	MSH4
MLH1	MYC
MLH1	PMS1
MLH1	PMS2
MLH1	EXO1
MLH1	ZC3H11A
MSH4	MSH5
MSH4	RPA1
MSH4	VBP1
MSN	NCF1
MSN	PPM1A
MSN	PRKCQ
MSN	ROCK1
MSN	SELL
MSN	VCAM1
MSN	VIL2
MSX1	PAX3
MSX1	POU2F1
MSX1	RGS7
MSX1	SP1
MSX1	TLE4
MSX1	TP53
MSX1	SUMO1
MSX1	PIAS1
JUP	NFKBIE
JUP	PECAM1
JUP	PKD1
JUP	PTPRF
JUP	PTPRJ
JUP	PTPRK
JUP	RIBC2
MX1	TUBB
ATBF1	MYB
ATBF1	PIAS3
ATBF1	PRPF40A
MYBL2	RBL1
MYBL2	SKP2
MYBL2	CCNA1
MYBL2	NCOR1
MYBL2	NCOR2
MXI1	MYC
MXI1	SIN3A
MYD88	TLR4
MYD88	SPOP
MYD88	FADD
MYD88	IL1RL1
MYD88	IRAK4
MYD88	TLR7
MYD88	TLR10
MYD88	IRF5
MYD88	IRF4
IRF5	TRAF6
IRF5	XPO1
IRF5	IKBKE
IRF4	NFATC2
IRF4	SPI1
IRF4	SPIB
IRF4	STAT6
IRF4	TRAF2
DNAJB9	PLK1
DNAJB9	TCERG1
MYL2	PAK2
BIRC1	MAP3K7
HIST1H1C	NASP
MRE11A	NBN
MRE11A	NEK1
MRE11A	RAD50
MRE11A	DCLRE1C
NCAM1	PRNP
NCAM1	SPTB
NCAM1	ST8SIA4
CYBB	NCF1
CYBB	NCF2
CYBB	RAC1
CYBB	IQGAP1
NCF1	NCF2
NCF1	NFKB1
NCF1	PAK1
NCF1	PRKCA
NCF1	PRKCB1
NCF1	PRKCD
NCF1	PRKCZ
NCF1	RAC1
NCF1	KHDRBS1
NCF1	GMNN
NCF2	RAC1
NCF2	RAC2
NCF2	PRDX6
CSNK1G2	NCK1
MYB	PAX5
MYB	PML
MYB	MAPK1
MYB	NLK
FMR1	FXR1
FMR1	RANBP9
FMR1	NUFIP2
KCNH2	PRKACA
KCNH2	YWHAE
LYL1	NFKB1
LYL1	TCF3
NEDD4	SGK
NEDD4	UBE2D2
NEDD4	HGS
NEDD4	N4BP3
NEDD4	SH3KBP1
HIP2	NFKB1
HIP2	TP53
NCK1	PAK1
NCK1	PAK2
NCK1	PDGFRB
NCK1	PKN2
NCK1	RAC1
NCK1	RASA1
NCK1	SOS1
NCK1	WAS
NCK1	WASPIP
NCK1	SOCS1
NCK1	SYNJ2
NCK1	EIF2S2
NCK1	MAP4K4
NCK1	TNK2
NCK1	KHDRBS1
NCK1	MAP4K1
NCK1	BLNK
NEK2	PPP1CA
NEK2	MAPK1
EGR4	NFATC2
NFATC2	PPP3CB
NFATC2	PPP3R1
NFATC2	PRKCZ
NFATC2	VIM
NFIL3	DR1
DR1	DRAP1
NFKB1	NFKB2
NFKB1	NFKBIA
NFKB1	NFKBIE
NFKB1	NOTCH1
NFKB1	PPP4C
NFKB1	PRKACA
NFKB1	REL
NFKB1	RELA
NFKB1	RELB
NFKB1	RXRA
NFKB1	SPI1
NFKB1	STAT3
NFKB1	STAT6
NFKB1	TXN
NFKB1	IKBKG
NFKB1	TNFSF11
NFKB1	NCOA1
NFKB1	CFLAR
NFKB1	NCOR2
NFKB1	G3BP2
NFKB1	FBXW11
NFKB1	HBXAP
NFKB1	TNIP2
NFKB1	MEN1
NFKB1	MAP3K8
NFKB1	IRF2
NFKB1	IRF1
NFKB1	KPNA3
MEN1	NFKB2
MEN1	POLR2B
MEN1	RELA
MEN1	RPA2
MEN1	VIM
MEN1	ASH2L
MEN1	DBF4
MAP3K8	NFKB2
MAP3K8	REL
MAP3K8	RELA
MAP3K8	MAP2K4
MAP3K8	TRAF2
MAP3K8	TRAF6
MAP3K8	MAP3K14
MAP3K8	TNIP2
IRF2	RELA
IRF2	STAT1
IRF2	PCAF
IRF1	RELA
IRF1	STAT1
IRF1	PCAF
DDX3X	NFKB2
DDX3X	XPO1
DDX3X	SFRS12
GLG1	NFKB2
GLG1	SELE
NFKB2	NFKBIA
NFKB2	NFKBIE
NFKB2	REL
NFKB2	RELA
NFKB2	RELB
NFKB2	IKBKG
NFKB2	MAP3K14
NFKB2	TNIP2
HOXB7	NFKBIA
HOXB7	GMNN
NFKBIA	PIK3R1
NFKBIA	PRKCI
NFKBIA	EIF2AK2
NFKBIA	PTPN1
NFKBIA	PTPN13
NFKBIA	REL
NFKBIA	RELA
NFKBIA	RPS6KA1
NFKBIA	SKP1A
NFKBIA	TP53
NFKBIA	UBE2D2
NFKBIA	SUMO1
NFKBIA	IKBKG
NFKBIA	IKBKAP
NFKBIA	TNFSF11
NFKBIA	HDAC3
NFKBIA	NCOR2
NFKBIA	IKBKE
NFKBIA	POM121
NFKBIA	G3BP2
NFKBIA	K-ALPHA-1
NFKBIA	UBE2E3
NFKBIA	FBXW11
MYC	NFYC
MYC	PFDN5
MYC	PML
MYC	MAPK3
MYC	MAPK7
MYC	MAPK8
MYC	MAP2K1
MYC	RAGE
MYC	RAF1
MYC	RB1
MYC	RBL1
MYC	RELA
MYC	SP1
MYC	TIAM1
MYC	TUBA1
MYC	YY1
MYC	TRRAP
MYC	K-ALPHA-1
MYC	MYCBP2
MYC	PARP10
NFYA	NFYC
NFYA	POU2F1
NFYA	SP1
NFYA	SRF
NFYA	USF2
NFYA	ZHX2
CIITA	PRKACA
CIITA	RFX5
CIITA	XPO1
CIITA	RFXANK
CIITA	NCOA1
CIITA	PCAF
CIITA	ZXDC
NME1	NME3
NME1	NME4
NME1	RORA
NME1	SET
NME1	STK6
NME1	TIAM1
NME1	POLR1C
MARCKS	PRKCA
MARCKS	PRKCB1
MARCKS	PKN1
NOS2A	RAC1
NOS2A	RAC2
RBPSUH	NOTCH1
RBPSUH	PCAF
RBPSUH	NCOR1
RBPSUH	NCOR2
RBPSUH	SNW1
NOTCH1	PIK3CG
NOTCH1	PSEN1
NOTCH1	PSEN2
NOTCH1	RELA
NOTCH1	ADAM17
NOTCH1	YY1
NOTCH1	NUMB
NOTCH1	PCAF
NOTCH1	SNW1
NOTCH1	POFUT1
NOTCH1	DLL1
NOTCH1	LEF1
NOTCH1	MFNG
MFNG	DLL1
NOL1	PTPRJ
MME	PIK3CB
MME	PIK3R1
MME	SHC1
NGFR	PRKACB
NGFR	MAPK1
NGFR	MAPK3
NGFR	PTPN13
NGFR	SFRS10
NGFR	SHC1
NGFR	TRAF2
NGFR	TRAF6
NGFR	TRADD
NGFR	ZNF274
OCLN	PRKCA
OCLN	PRKCB1
OCLN	PRKCG
OCLN	YES1
OGG1	PRKCA
OGG1	XRCC1
LIFR	OSM
LIFR	POU2F1
LIFR	MAPK1
LIFR	PTPN6
LIFR	PTPN11
MAP1B	MAPK8
MAP1B	U2AF1
MAP1B	ANP32A
MAP1B	ARHGEF11
MAP1B	NXF1
MAP1B	U2AF2
MYLK	PAK1
MYLK	PAK2
MYLK	PRKCA
MYLK	MAPK3
PAK1	PDPK1
PAK1	PRKCD
PAK1	MAPK1
PAK1	MAP2K1
PAK1	RAC1
PAK1	RAF1
PAK1	TGFBR2
PAK1	HGS
PAK1	ARHGEF6
PAK1	PPM1F
PAK1	GIT2
PAK1	OXSR1
PAK2	MAPK1
PAK2	MAPK3
PAK2	RAC1
PAK2	VIM
PAK2	SH3KBP1
PAWR	PML
PAWR	PRKCZ
PAWR	RRAS2
PAWR	THAP1
PAX5	RB1
PAX5	TLE4
PCBP2	PTBP1
PCBP2	PABPC1
PCBP2	PRPF40A
PCNA	POLB
PCNA	POLD1
PCNA	POLD2
PCNA	POLE
PCNA	POLH
PCNA	PRKDC
PCNA	PTMA
PCNA	RAD9A
PCNA	RFC3
PCNA	RFC4
PCNA	RPA1
PCNA	UNG
PCNA	WRN
PCNA	XRCC1
PCNA	XRCC5
PCNA	BAZ1B
PCNA	CHAF1A
PCNA	UNG2
PCNA	SEC23IP
PCNA	DNTTIP2
PCNA	CDT1
PCNA	GADD45B
PCNA	MUTYH
PCNA	ING1
MUTYH	RPA1
ING1	RBBP4
ING1	TP53
ING1	YWHAE
ING1	PCAF
ING1	SIN3A
PDGFB	PDGFRA
PDGFB	PDGFRB
PDGFB	THBS1
PDGFRA	PDGFRB
PDGFRA	PIK3R1
PDGFRA	PTPN11
PDGFRA	STAT1
PDGFRA	STAT3
PDGFRA	STAT5A
PDGFRA	STAT5B
PDGFRB	PIK3CA
PDGFRB	PIK3R1
PDGFRB	PIK3R2
PDGFRB	EIF2AK2
PDGFRB	PTK2
PDGFRB	PTPN1
PDGFRB	PTPN2
PDGFRB	PTPN11
PDGFRB	PTPRJ
PDGFRB	RAF1
PDGFRB	RASA1
PDGFRB	SHC1
PDGFRB	STAT1
PDGFRB	STAT3
PDGFRB	STAT5A
PDGFRB	STAT5B
PDGFRB	TYK2
PDGFRB	YES1
PDGFRB	PIK3R3
PDGFRB	SOCS1
PDGFRB	PDGFD
PDHA1	PDHB
PDHA1	PDK1
PDHA1	PDK3
PDPK1	PRKACA
PDPK1	PRKCB1
PDPK1	PRKCD
PDPK1	PRKCE
PDPK1	PRKCI
PDPK1	PKN1
PDPK1	PKN2
PDPK1	PRKCZ
PDPK1	RALGDS
PDPK1	RPS6KA1
PDPK1	RPS6KA3
PDPK1	RPS6KB1
PDPK1	SGK
PDPK1	SLC9A3R2
PDPK1	AKT3
PDPK1	CARD11
PECAM1	PIK3R1
PECAM1	PRKCE
PECAM1	PTPN6
PECAM1	PTPN11
PECAM1	YES1
PECAM1	PRPF40A
PEX1	PEX6
PFN2	PLAUR
PFN2	PTPRS
PFN2	ROCK1
PFN2	VASP
PFN2	WDR33
PFN2	IK
PGF	VEGF
PGF	NRP1
HMGB2	POU2F1
HMGB2	POU2F2
HMGB2	PRKDC
HMGB2	RAG1
HMGB2	SET
HMGB2	TP53
MAP3K10	MAP2K4
MAP3K10	YWHAE
MAP3K10	TUBB
PHKG1	PHKG2
LTK	PTPN1
LTK	SHC1
NFATC1	PIM1
NFATC1	PPP3R1
NFATC1	PRKCA
NFATC1	SPI1
PIK3CD	PIK3R1
PIK3CD	PIK3R2
PIK3CD	IRS2
KRAS	PIK3CG
KRAS	RAF1
KRAS	RALGDS
KRAS	RASGRP2
KRAS	RASSF5
PIK3R1	PPM1A
PIK3R1	MAPK8
PIK3R1	PSEN1
PIK3R1	PTK2
PIK3R1	PTPN6
PIK3R1	PTPN11
PIK3R1	RAC1
PIK3R1	RASA1
PIK3R1	RB1
PIK3R1	RET
PIK3R1	SHC1
PIK3R1	SYK
PIK3R1	TEC
PIK3R1	TGFBR2
PIK3R1	TIE1
PIK3R1	TSHR
PIK3R1	TUBG1
PIK3R1	TYK2
PIK3R1	TYRO3
PIK3R1	VIL2
PIK3R1	WAS
PIK3R1	SOCS1
PIK3R1	IRS2
PIK3R1	HGS
PIK3R1	SOCS6
PIK3R1	K-ALPHA-1
PIK3R1	VAV3
PIK3R1	KHDRBS1
PIK3R1	WASF3
PIK3R1	RRAS2
PIK3R1	CD2AP
PIK3R1	SH3KBP1
PIK3R1	TRAT1
PIK3R1	PIK3AP1
PIK3R1	GAB3
PIK3R1	PIK3CA
PIK3R1	PIK3CB
PIK3CA	PRKCD
PIK3CA	PIK3R3
PIK3CA	IRS2
PIK3CA	SH3KBP1
PIK3CB	PRKCD
PIK3CB	PRKCE
PKD1	PTK2
PKD1	RGS7
PKD1	VCL
PKD1	VIM
PKD1	ATF7IP
KRT14	TRADD
MARK3	PRKCQ
MARK3	ASB13
PLA2G2A	PLA2G1B
PLAU	PLAUR
PLAU	PLG
PLAU	ST14
MMP12	PLAUR
MMP12	TFPI
PLCG2	PRKD1
PLCG2	SH3BP2
PLCG2	SHC1
PLCG2	SYK
PLCG2	TEC
PLCG2	KHDRBS1
PLCG2	BLNK
LMNB1	PRKCA
LMNB1	PRKCB1
LMNB1	PRKCD
LMNB1	MELK
PLG	PRNP
PLG	SPARC
PLG	THBS1
PLG	LAMA1
OGDH	PLSCR1
PML	RARA
PML	RB1
PML	RELA
PML	RPL11
PML	SP1
PML	SRF
PML	STAT3
PML	STK6
PML	TDG
PML	TGFBR2
PML	TP53
PML	SUMO1
PML	ZBTB16
PML	HDAC3
PML	NCOR1
PML	NCOR2
PML	TOPBP1
PML	PAXIP1
PML	SIN3A
SEPT2	S100A4
SEPT2	SEPT9
SEPT2	SEPT6
POLD1	POLD2
POLD1	XRCC5
POLD1	WRNIP1
POLG	SSBP1
CYP2C9	POR
CYP2E1	POR
POU2F1	RARA
POU2F1	RELA
POU2F1	RXRA
POU2F1	SP1
POU2F1	STAT5A
POU2F1	STAT5B
POU2F1	TLE4
POU2F1	NCOR2
POU2F1	NPAT
POU2F1	MNAT1
POU2F1	POU2AF1
MNAT1	POU2F2
MNAT1	RB1
MNAT1	TP53
MNAT1	MTA1
POU2AF1	POU2F2
POU2AF1	SIAH1
POU2AF1	SIAH2
GATA6	PPARBP
PPARBP	RARA
PPARBP	RORA
PPARBP	RXRA
PPARBP	TP53
PPARBP	VDR
PPARBP	CRSP2
PPBP	COX17
PPBP	CUGBP1
PPBP	SCFD1
PPBP	PMAIP1
PPBP	DMWD
PMAIP1	ZBTB16
CD99	UBE2H
PPP1CA	PPP1R8
PPP1CA	PPP2CA
PPP1CA	PRKCD
PPP1CA	MAPK1
PPP1CA	MAPK3
PPP1CA	EIF2AK2
PPP1CA	STK6
PPP1CA	TP53
PPP1CA	TP53BP2
PPP1CA	VDR
PPP1CA	STAM
PPP1CA	AKAP1
PPP1CA	PLCL2
PPP1CA	PPP1R15A
PPP1CA	SYTL2
PPP1CA	YLPM1
PPP1CA	CASC5
PPP1CA	C12orf22
PPP1CA	PPP1R9B
PPP1CA	PPP1R15B
PPP1CA	SPRED1
PPP1CC	PPP1R8
PPP1CC	EIF2AK2
PPP1CC	RAF1
PPP1CC	STK6
PPP1CC	TP53BP2
CCNG2	PPP2CA
CCNG2	PPP2R4
PPP2CA	PPP2R5B
PPP2CA	PPP2R5C
PPP2CA	PPP2R5E
PPP2CA	PRKCD
PPP2CA	MAPK1
PPP2CA	MAPK3
PPP2CA	PTN
PPP2CA	RELA
PPP2CA	RPS6KB1
PPP2CA	SET
PPP2CA	STAT5A
PPP2CA	STAT5B
PPP2CA	TP53
PPP2CA	VDR
PPP2CA	PACS1
PPP2R1B	PPP2R5C
PPP2R1B	RELA
PPP2R1B	SET
PPP2R3A	PPP5C
PPP2R3A	RBL1
NEK1	PPP2R5A
NEK1	TP53BP1
NEK1	TSC2
NEK1	FEZ1
PPP2R1A	PPP2R5A
PPP2R1A	PPP5C
PPP2R1A	PPP2R3B
PPP3CA	PPP3R1
PPP3CA	PRKCZ
PPP3CA	SOD1
PPP3CA	CABIN1
PPP5C	CDC16
PPP5C	CPNE4
NFKBIE	PPP6C
NFKBIE	REL
NFKBIE	RELA
NFKBIE	SKP1A
PRKAA2	PRKAB1
PRKAA2	PRKAG1
PRKAA2	EEF2K
PDE4B	PRKACA
GYS1	PRKACA
ITPKB	PRKACA
ITPKB	PRKCA
ITPKB	PSME3
PPP1R8	PRKACA
PPP1R8	MELK
PPP1R8	C14orf1
PRKACB	PKIA
PRKACA	PKIA
PRKACA	PRKAR1A
PRKACA	PSEN1
PRKACA	PTBP1
PRKACA	PTPN7
PRKACA	PTPN13
PRKACA	PTPRR
PRKACA	RAF1
PRKACA	RAP1A
PRKACA	RAP1B
PRKACA	RASGRF1
PRKACA	RELA
PRKACA	RGS10
PRKACA	STK6
PRKACA	STK11
PRKACA	VASP
PRKACA	VIM
PRKACA	VTN
PRKACA	CUL5
PRKACA	IQGAP1
PRKACA	NOLC1
PRKACA	SLC9A3R2
PRKACA	RGS14
PRKACA	KLF1
PRKACA	EEF2K
PRKACA	NIN
PRKACA	PPP1R9B
PRKAB1	PRKAG1
PRKAR1A	AKAP1
PRKAR1A	AKAP11
PRKAR1A	AKAP10
PRKAR1A	PRPF40A
PRKAR2A	RET
PRKAR2A	VIL2
PRKAR2A	AKAP1
PRKAR2A	AKAP8
PRKAR2A	AKAP13
PRKAR2A	AKAP11
PRKAR2A	AKAP10
PRKAR2A	AKAP2
PRKAR2B	AKAP1
PRKAR2B	AKAP11
PRKAR2B	AKAP10
PRKCA	PRKCZ
PRKCA	PRKG1
PRKCA	PTPN6
PRKCA	PTPN11
PRKCA	RAC1
PRKCA	RAF1
PRKCA	RARA
PRKCA	RGS2
PRKCA	RGS7
PRKCA	RPL10
PRKCA	SDC2
PRKCA	SDC4
PRKCA	SHC1
PRKCA	SLC1A1
PRKCA	SPAG1
PRKCA	SPP1
PRKCA	SYK
PRKCA	TERT
PRKCA	TIAM1
PRKCA	TP53
PRKCA	VCL
PRKCA	VIL2
PRKCA	VTN
PRKCA	BTG2
PRKCA	DGKZ
PRKCA	DGKD
PRKCA	PEA15
PRKCA	ARHGEF1
PRKCA	POLB
PRKCA	PA2G4
PRKCA	ADD3
PRKCA	NRGN
POLB	RAD1
POLB	XRCC1
POLB	JOSD3
PA2G4	PRKCB1
PA2G4	PRKCG
PA2G4	RB1
PA2G4	EXOSC5
NRGN	PRKCB1
NRGN	PRKCG
PPP2CB	PRKCB1
PPP2CB	PACS1
ITGB7	PRKCB1
ITGB7	PRKCD
ITGB7	VCAM1
ITGB7	MADCAM1
PRKCB1	MAPK6
PRKCB1	PTPN11
PRKCB1	RB1
PRKCB1	RGS2
PRKCB1	SDC2
PRKCB1	VTN
PRKCB1	PRKCBP1
PRKCB1	CARD11
ADCY7	PRKCD
PRKCD	PRKCZ
PRKCD	PRKDC
PRKCD	MAPK1
PRKCD	MAPK3
PRKCD	PTPN6
PRKCD	PTPRA
PRKCD	RAF1
PRKCD	SDC4
PRKCD	SHC1
PRKCD	STAT1
PRKCD	STAT3
PRKCD	TIAM1
PRKCD	PSCD1
PRKCD	AKT3
PRKCD	PLSCR1
PRKCD	PPP2R5C
PRKCD	PPM1A
PLSCR1	SHC1
PLSCR1	SLPI
PLSCR1	SPG7
PLSCR1	SLC35A2
PLSCR1	VASP
PLSCR1	SF1
PLSCR1	ZBTB16
PLSCR1	ATG12
PLSCR1	CPSF6
PLSCR1	PHLDA1
PLSCR1	PCQAP
PLSCR1	NECAP2
PLSCR1	MGC13138
PRKCE	PRKD1
PRKCE	MAPK1
PRKCE	MAPK3
PRKCE	RAF1
PRKCE	TIAM1
PKN1	MAP2K6
PKN1	MAPK12
PKN1	TRAF2
PKN1	VIM
PKN1	ZA20D3
PKN1	CDR2
PRKD1	MAPK8
PRKD1	MAPK9
PRKD1	SYK
PRKD1	HDAC7A
PRKD1	PRKCH
PRKD1	MT2A
PRKCH	PTPN11
PRKCQ	VAV1
PRKCQ	WASPIP
PRKCQ	IKBKG
PRKCQ	STK39
PRKCQ	CARD11
PRKCZ	MAPK1
PRKCZ	MAPK3
PRKCZ	MAP2K1
PRKCZ	MAP2K5
PRKCZ	PSEN1
PRKCZ	RAF1
PRKCZ	RELA
PRKCZ	STAT6
PRKCZ	TRAF6
PRKCZ	FADD
PRKCZ	FEZ1
PRKCZ	AKT3
PRKDC	MAPK8
PRKDC	RPA1
PRKDC	RPA2
PRKDC	SP1
PRKDC	SRF
PRKDC	TP53
PRKDC	WRN
PRKDC	XPA
PRKDC	XRCC4
PRKDC	XRCC5
PRKDC	EIF2S2
PRKDC	DCLRE1C
PRKDC	NBN
PRKDC	LIG4
PRKDC	ILF2
NBN	XRCC5
NBN	RAD50
NBN	DCLRE1C
LIG4	XRCC4
LIG4	SMC2L1
ILF2	SFRS12
PPP1R12A	PRKG1
PPP1R12A	ROCK1
PPP1R12A	M-RIP
MAPK1	MAPK8
MAPK1	MAP2K1
MAPK1	MAP2K2
MAPK1	PTPN1
MAPK1	PTPN7
MAPK1	PTPRE
MAPK1	PTPRR
MAPK1	RAF1
MAPK1	RB1
MAPK1	RET
MAPK1	RPS6KA1
MAPK1	RPS6KA2
MAPK1	RPS6KA3
MAPK1	RPS6KB1
MAPK1	RXRA
MAPK1	SHC1
MAPK1	SOS1
MAPK1	SP1
MAPK1	STAT3
MAPK1	STAT5A
MAPK1	STAT5B
MAPK1	TCF3
MAPK1	TNFRSF1A
MAPK1	TP53
MAPK1	TPR
MAPK1	TSC2
MAPK1	VAV1
MAPK1	ZFP36
MAPK1	NCOA3
MAPK1	TNFSF11
MAPK1	NCOA1
MAPK1	PEA15
MAPK1	TNFRSF25
MAPK1	IQGAP1
MAPK1	IER3
MAPK1	SH2D3C
MAPK1	KHDRBS1
MAPK1	EDD1
MAPK1	NDE1
MAPK1	CEP55
MAPK1	PPP1R9B
MAPK1	PLK3
MAPK1	DUSP7
MAPK1	DUSP5
MAPK1	DUSP2
PLK3	MAP2K1
PLK3	TP53
DUSP7	MAPK8
DUSP5	MAPK3
HMMR	MAPK3
MAPK3	MAPK8
MAPK3	MAP2K1
MAPK3	MAP2K2
MAPK3	MAP2K3
MAPK3	PTPN7
MAPK3	PTPN11
MAPK3	PTPRE
MAPK3	PTPRR
MAPK3	RAB4A
MAPK3	RAF1
MAPK3	RALGDS
MAPK3	RET
MAPK3	RPS6KA1
MAPK3	RPS6KA2
MAPK3	RPS6KA3
MAPK3	SP1
MAPK3	SPIB
MAPK3	STAT3
MAPK3	STAT5A
MAPK3	SYK
MAPK3	TAL1
MAPK3	TCF3
MAPK3	TOP2B
MAPK3	TP53
MAPK3	TNFSF11
MAPK3	PEA15
MAPK3	IER3
MAPK3	MAP3K14
MAPK6	XPO1
NFATC3	MAPK9
MAP2K1	RAF1
MAP2K1	RPS6KA2
MAP2K1	TRAF3
MAP2K1	TRAF6
MAP2K1	MAPK8IP3
MAP2K1	CPNE4
MAP2K1	PRKCI
PRKCI	MAP2K5
PRKCI	RAB4A
PRKCI	RAC1
MAP2K2	RAF1
MAPK7	MAP2K5
MAPK7	PTPRR
MAPK7	RAF1
MAPK7	RXRA
MAPK7	SGK
MAP2K6	RELA
MAP2K6	MAPK12
MAP2K6	STAT4
MAP2K6	MAP3K7
MAP2K6	TRAF6
MAP2K6	MAPK13
MAPK13	MAPKAPK3
MAPK13	EEF2K
MAPK9	RB1
MAPK9	RET
MAPK9	MAP2K4
MAPK9	TP53
MAPK9	TRAF2
MAPK9	SH3BP5
MAPK9	BCL2L11
MAPK9	MAPK8IP3
MAPK9	EEF2K
MAPK8	REL
MAPK8	RET
MAPK8	MAP2K4
MAPK8	SPIB
MAPK8	STAT3
MAPK8	MAP3K7
MAPK8	TP53
MAPK8	IKBKAP
MAPK8	TNFSF11
MAPK8	COPS2
MAPK8	SH3BP5
MAPK8	BCL2L11
MAPK8	MAPK8IP3
MAPK8	EEF2K
MAPK8	BMF
EIF2AK2	DNAJC3
EIF2AK2	RAC1
EIF2AK2	STAT1
EIF2AK2	STAT3
EIF2AK2	MAP3K7
EIF2AK2	TP53
EIF2AK2	PRKRA
EIF2AK2	MAP3K7IP2
EIF2AK2	STRBP
EIF2AK2	PPP2R5A
PPP2R5A	SHC1
PPP2R5A	TP73L
DNAJC3	EIF2AK3
PPIB	STAT5A
NEK3	VAV1
NEK3	VAV2
PSEN1	ICAM5
PSEN1	YME1L1
PSEN1	DLL1
PLK1	PSMB1
PLK1	TUBA1
PLK1	TUBG1
PLK1	WEE1
PLK1	PKMYT1
PLK1	KIF23
PLK1	PITPNM1
PLK1	C7orf20
PLK1	CEP55
PLK1	GORASP1
PLK1	TUBB
PLK1	ASPM
ATXN3	RAD23A
ATXN3	RAD23B
PSME1	VCL
PSME1	VIM
PSME1	USP22
PTBP1	SFPQ
PTGER2	PTGES
PTGS2	TP53
PTGS2	BAT5
PTK2	PTPN11
PTK2	RET
PTK2	ROCK1
PTK2	SELE
PTK2	SHC1
PTK2	STAT1
PTK2	SYK
PTK2	TNFRSF1A
PTK2	TP53
PTK2	TRIO
PTK2	VCL
PTK2	VIL2
PTK2	CXCR4
PTK2	PIAS1
PTK2	RIPK1
PTK2	SOCS2
PTK2	ATG12
PTK2	MAPK8IP3
PTK2	PPP1CB
LAMA4	PTN
LAMA4	TP53
LAMA4	ATF7IP
PTN	PTPRS
PTN	PTPRZ1
PTN	RIT1
PTN	SDC1
PTN	TP53BP2
PTN	TBRG4
PTN	FEZ1
PTN	DUSP12
PTN	ITSN2
PTN	CCDC53
PTN	LUC7L2
PTN	SLC25A36
PTN	BTBD2
PTN	APOBEC3G
PTN	JOSD3
PTN	HSPBAP1
PTN	CACNB4
PTN	CAPZB
PTPN6	PTPN11
PTPN6	PTPRC
PTPN6	ROS1
PTPN6	SHC1
PTPN6	STAT5B
PTPN6	STAT6
PTPN6	SYK
PTPN6	TNFRSF1A
PTPN6	TRAF6
PTPN6	TYK2
PTPN6	ZAP70
PTPN6	CXCR4
PTPN6	IRS2
PTPN6	KHDRBS1
PTPN6	KLRA1
PTPN6	LILRB4
PTPN6	BLNK
PTPN6	PAG1
PTPN6	TLR10
PTPN6	SLAMF6
PTPN6	BTLA
MPL	PTPN11
MPL	SHC1
MPL	THPO
MPL	SOCS1
MPL	IRS2
PIK3CG	PTPN11
PKN2	PTPN13
PTPRA	PTPRD
PTPRA	PTPRF
PTPRA	PTPRM
PTPRA	PTPRS
PTPRC	RASA1
PTPRC	TYK2
PTPRC	VIL2
PTPRC	ZAP70
PTPRC	CXCR4
PTPRC	ANP32A
PTPRC	SCAP1
PTPRE	PTPRS
PTPRE	YES1
PTPRE	PTPRD
PTPRD	PTPRF
PTPRD	PTPRS
PTPRF	SKIL
PTPRF	TRIO
PTPRF	IRS2
PTPRF	PRPF40A
PTPRK	PTPRM
PTPRK	TK1
PTPRM	PTPRS
PIM1	PTPRO
PIM1	SHMT1
PIM1	CBX3
PTPRN	PTPRS
PTPRN	SNTB2
PTPRN	MADD
PTPRN	PTPRT
GRLF1	PTPRZ1
PURA	RB1
PURA	SP1
PTPN11	RET
PTPN11	SELE
PTPN11	SHC1
PTPN11	SLAMF1
PTPN11	SOS1
PTPN11	STAT1
PTPN11	STAT3
PTPN11	STAT5A
PTPN11	STAT5B
PTPN11	TIE1
PTPN11	TNFRSF1A
PTPN11	CXCR4
PTPN11	IRS2
PTPN11	SOCS3
PTPN11	LILRB4
PTPN11	SIT1
PTPN11	PAG1
PTPN11	SLAMF6
PTPN11	GAB3
PTPN11	BTLA
PTEN	STK11
PTEN	TP53
PTEN	UTP14A
PTEN	MAST2
RAB5A	RASA1
RAB5A	STX4A
RAB5A	TSC2
RAB5A	EEA1
RAB5A	USP6NL
BICD1	CPNE4
RAB27A	ZBTB16
RAB27A	C14orf1
RAB27A	SYTL2
RAB27A	UNC13D
RAC1	RASGRF1
RAC1	RPS6KB1
RAC1	STAT1
RAC1	STAT3
RAC1	TIAM1
RAC1	TRIO
RAC1	TUBA1
RAC1	VAV1
RAC1	VAV2
RAC1	WAS
RAC1	IQGAP1
RAC1	SYNJ2
RAC1	VAV3
RAC1	CDC42SE1
RAC1	CDC42SE2
RAC1	CDGAP
RAC1	PLEKHG2
RAC1	DOCK8
RAC1	PLXNB1
PLXNB1	ARHGEF11
PLXNB1	RND1
RAD1	RAD17
RAD1	DNAJC7
POLE	RAD17
POLE	XRCC5
POLE	TOPBP1
